time,power_consumption.power,URL,test start time,Sum,Count,Avg
2021-10-25T06:03:58.600+05:00,0.77149501,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:03:59.103+05:00,0.776047226,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:03:59.605+05:00,0.629077649,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:04:00.107+05:00,0.937254443,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:04:00.609+05:00,0.547467485,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:04:01.612+05:00,4.816867876,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:04:02.114+05:00,1.749973165,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:04:02.616+05:00,1.197879383,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:04:04.121+05:00,6.893720152,onlinesbi.com,2021-10-25T06:04:03.005+0500,292.6609167,40,7.316522917
2021-10-25T06:04:04.623+05:00,3.596662705,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:05.124+05:00,7.070097868,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:05.625+05:00,22.47308761,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:06.629+05:00,21.44376241,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:07.131+05:00,10.320712,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:07.633+05:00,15.21679695,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:08.636+05:00,8.229361538,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:09.138+05:00,6.559758923,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:09.640+05:00,4.764371958,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:10.142+05:00,9.612873192,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:10.644+05:00,4.854709594,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:11.146+05:00,4.292621595,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:11.647+05:00,5.839677223,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:12.149+05:00,2.973927874,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:12.651+05:00,3.732451205,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:13.153+05:00,6.317984531,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:13.654+05:00,6.379445963,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:14.157+05:00,8.676935021,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:14.658+05:00,5.116314017,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:15.160+05:00,5.186347758,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:15.661+05:00,6.134202383,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:16.163+05:00,8.091385705,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:16.665+05:00,9.625434972,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:17.167+05:00,10.29667169,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:17.668+05:00,5.23663274,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:18.170+05:00,4.973007534,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:18.672+05:00,5.087031499,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:19.174+05:00,8.737608074,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:19.676+05:00,5.166264007,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:20.186+05:00,6.459580718,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:20.688+05:00,5.367441181,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:21.190+05:00,5.264638995,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:21.692+05:00,5.242065895,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:22.193+05:00,5.864107208,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:22.694+05:00,5.580254481,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:23.196+05:00,21.13144045,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:23.699+05:00,2.975654936,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
2021-10-25T06:04:24.202+05:00,0.846325876,onlinesbi.com,2021-10-25T06:04:03.005+0500,,,
