time,power_consumption.power,,
2021-12-23T21:38:59.683+05:00,1.755365261,LOADTIME|tmall.com|11.443,2021-12-23T21:38:56.820+05:00
2021-12-23T21:39:00.186+05:00,0.005608666,LOADTIME|tmall.com|11.443,2021-12-23T21:38:56.820+05:00
2021-12-23T21:39:00.688+05:00,13.20404623,LOADTIME|tmall.com|11.443,2021-12-23T21:38:56.820+05:00
2021-12-23T21:39:01.191+05:00,0.011997457,qq.com,2021-12-23T21:39:00.854+05:00
2021-12-23T21:39:01.694+05:00,0.111921174,qq.com,2021-12-23T21:39:00.854+05:00
2021-12-23T21:39:02.197+05:00,0,qq.com,2021-12-23T21:39:00.854+05:00
2021-12-23T21:39:02.698+05:00,0.130176367,qq.com,2021-12-23T21:39:00.854+05:00
2021-12-23T21:39:03.199+05:00,0,qq.com,2021-12-23T21:39:00.854+05:00
2021-12-23T21:39:03.702+05:00,0.032386989,qq.com,2021-12-23T21:39:00.854+05:00
2021-12-23T21:39:04.203+05:00,0,qq.com,2021-12-23T21:39:00.854+05:00
2021-12-23T21:39:04.705+05:00,6.098410968,qq.com,2021-12-23T21:39:00.854+05:00
2021-12-23T21:39:05.206+05:00,0,qq.com,2021-12-23T21:39:00.854+05:00
2021-12-23T21:39:05.709+05:00,0.131664874,qq.com,2021-12-23T21:39:00.854+05:00
2021-12-23T21:39:06.212+05:00,0,qq.com,2021-12-23T21:39:00.854+05:00
2021-12-23T21:39:06.715+05:00,0.019905878,qq.com,2021-12-23T21:39:00.854+05:00
2021-12-23T21:39:07.217+05:00,0.177271822,qq.com,2021-12-23T21:39:00.854+05:00
2021-12-23T21:39:07.719+05:00,0.040043223,qq.com,2021-12-23T21:39:00.854+05:00
2021-12-23T21:39:08.222+05:00,0,qq.com,2021-12-23T21:39:00.854+05:00
2021-12-23T21:39:08.724+05:00,5.972048966,qq.com,2021-12-23T21:39:00.854+05:00
2021-12-23T21:39:09.225+05:00,0,qq.com,2021-12-23T21:39:00.854+05:00
2021-12-23T21:39:09.729+05:00,0.07435179,TIMEOUT|qq.com|8.59|unknown error: net::ERR_CONNECTION_RESET,2021-12-23T21:39:09.444+05:00
2021-12-23T21:39:10.230+05:00,0.010712962,TIMEOUT|qq.com|8.59|unknown error: net::ERR_CONNECTION_RESET,2021-12-23T21:39:09.444+05:00
2021-12-23T21:39:10.732+05:00,0.905826457,TIMEOUT|qq.com|8.59|unknown error: net::ERR_CONNECTION_RESET,2021-12-23T21:39:09.444+05:00
2021-12-23T21:39:11.235+05:00,0.120266468,TIMEOUT|qq.com|8.59|unknown error: net::ERR_CONNECTION_RESET,2021-12-23T21:39:09.444+05:00
2021-12-23T21:39:11.739+05:00,0.046750718,TIMEOUT|qq.com|8.59|unknown error: net::ERR_CONNECTION_RESET,2021-12-23T21:39:09.444+05:00
2021-12-23T21:39:12.243+05:00,0.036096214,TIMEOUT|qq.com|8.59|unknown error: net::ERR_CONNECTION_RESET,2021-12-23T21:39:09.444+05:00
2021-12-23T21:39:12.746+05:00,0.011308906,TIMEOUT|qq.com|8.59|unknown error: net::ERR_CONNECTION_RESET,2021-12-23T21:39:09.444+05:00
2021-12-23T21:39:13.250+05:00,0.037134758,TIMEOUT|qq.com|8.59|unknown error: net::ERR_CONNECTION_RESET,2021-12-23T21:39:09.444+05:00
2021-12-23T21:39:13.752+05:00,0.041023671,baidu.com,2021-12-23T21:39:13.566+05:00
2021-12-23T21:39:14.255+05:00,0.94945018,baidu.com,2021-12-23T21:39:13.566+05:00
2021-12-23T21:39:14.757+05:00,0.016852804,baidu.com,2021-12-23T21:39:13.566+05:00
2021-12-23T21:39:15.261+05:00,0.013386027,baidu.com,2021-12-23T21:39:13.566+05:00
2021-12-23T21:39:15.764+05:00,4.008976799,baidu.com,2021-12-23T21:39:13.566+05:00
2021-12-23T21:39:16.265+05:00,0.680604148,baidu.com,2021-12-23T21:39:13.566+05:00
2021-12-23T21:39:16.766+05:00,0.008131882,baidu.com,2021-12-23T21:39:13.566+05:00
2021-12-23T21:39:17.269+05:00,0.154337073,baidu.com,2021-12-23T21:39:13.566+05:00
2021-12-23T21:39:17.771+05:00,0.04268132,baidu.com,2021-12-23T21:39:13.566+05:00
2021-12-23T21:39:18.273+05:00,0,baidu.com,2021-12-23T21:39:13.566+05:00
2021-12-23T21:39:18.775+05:00,0.011257709,baidu.com,2021-12-23T21:39:13.566+05:00
2021-12-23T21:39:19.277+05:00,0,baidu.com,2021-12-23T21:39:13.566+05:00
2021-12-23T21:39:19.781+05:00,0.034918462,baidu.com,2021-12-23T21:39:13.566+05:00
2021-12-23T21:39:20.283+05:00,0,baidu.com,2021-12-23T21:39:13.566+05:00
2021-12-23T21:39:20.786+05:00,0.009403257,baidu.com,2021-12-23T21:39:13.566+05:00
2021-12-23T21:39:21.288+05:00,0,baidu.com,2021-12-23T21:39:13.566+05:00
2021-12-23T21:39:21.791+05:00,0.033997111,baidu.com,2021-12-23T21:39:13.566+05:00
2021-12-23T21:39:22.293+05:00,0,LOADTIME|baidu.com|8.587,2021-12-23T21:39:22.153+05:00
2021-12-23T21:39:22.796+05:00,0.007710403,LOADTIME|baidu.com|8.587,2021-12-23T21:39:22.153+05:00
2021-12-23T21:39:23.299+05:00,0.033329315,LOADTIME|baidu.com|8.587,2021-12-23T21:39:22.153+05:00
2021-12-23T21:39:23.803+05:00,0,LOADTIME|baidu.com|8.587,2021-12-23T21:39:22.153+05:00
