"ip_addr","initiator_line","bytesOut","load_ms","request_id","image_save","minify_total","cacheControl","score_cdn","id","dns_end","priority","image_total","minify_save","score_cookies","ttfb_ms","score_cache","connect_start","score_compress","cache_time","load_start","server_port","protocol","score_gzip","type","full_url","ssl_end","objectSize","gzip_total","socket_group","contentType","initial_priority","initiator_column","expires","score_combine","score_etags","initiator_type","frame_id","host","bytesIn","raw_id","gzip_save","score_keep-alive","is_secure","dns_start","server_count","score_minify","initiator","connect_ms","socket","url","ssl_start","client_port","method","dns_ms","connect_end","server_rtt","responseCode","ssl_ms","contentEncoding","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","http2_stream_id","http2_stream_weight","http2_stream_exclusive","http2_stream_dependency","final_base_page","objectSizeUncompressed","is_base_page","cpu.EvaluateScript","cpu.FunctionCall","score_progressive_jpeg","jpeg_scan_count",
"188.125.72.139","29","435","168","1000014246.16","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","2195","IDLE","","","-1","168","-1","2195","-1","","2402","443","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","2402","511","","pm/ssl/csp.yahoo.com:443","","VeryLow","","-1","-1","-1","parser","933205DB57FD9AAC9D2C1779B0E09385","csp.yahoo.com","511","1000014246.16","","-1","1","2194","","-1","https://consent.yahoo.com/v2/collectConsent?sessionId=3_cc-session_382412ce-ed28-49f3-b8e3-8ac63f25f8fa","119","194","/beacon/csp?src=guce","2315","55566","POST","1","2314","","204","87","","","2570","2402","2570","2570","2570","0","2194","2570","375","13","14","3","0","1","110","True","0","","","","","","","",
"188.125.72.139","0","435","181","1000014246.20","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","181","-1","-1","-1","","2402","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","93","","","","VeryLow","941","-1","-1","-1","script","933205DB57FD9AAC9D2C1779B0E09385","csp.yahoo.com","93","1000014246.20","","-1","1","-1","","-1","https://edge-mcdn.secure.yahoo.com/ybar/cerebro_min.js","-1","194","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","2583","2402","2583","2583","2583","0","2402","2583","181","14","15","3","0","3","","","","","","","","","","",
"87.248.118.23","0","382","60","1000014246.21","","","","0","211011_ZZ_1Z","2190","MEDIUM","","","-1","54","0","2276","-1","0","2442","443","HTTP/2","14","3","https://edge-mcdn.secure.yahoo.com/ybar/exp.json","2440","3731","3731","pm/ssl/edge-mcdn.secure.yahoo.com:443","application/json","High","941","","-1","-1","script","933205DB57FD9AAC9D2C1779B0E09385","edge-mcdn.secure.yahoo.com","4217","1000014246.21","3183","100","1","2190","","-1","https://edge-mcdn.secure.yahoo.com/ybar/cerebro_min.js","106","215","/ybar/exp.json","2382","37202","GET","0","2382","","200","58","","","2502","2442","2496","2496","2502","6","2276","2502","224","15","16","3","0","1","220","True","0","","3731","","","","","",
"188.125.72.139","","435","176","1000014246.24","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","176","-1","-1","-1","","2508","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","94","","","","VeryLow","","-1","-1","-1","other","933205DB57FD9AAC9D2C1779B0E09385","csp.yahoo.com","94","1000014246.24","","-1","1","-1","","-1","","-1","194","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","2684","2508","2684","2684","2684","0","2508","2684","176","16","17","3","0","5","110","True","3","","","","","","","",
"188.125.72.139","","435","185","1000014246.26","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","185","-1","-1","-1","","2514","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","94","","","","VeryLow","","-1","-1","-1","other","933205DB57FD9AAC9D2C1779B0E09385","csp.yahoo.com","94","1000014246.26","","-1","1","-1","","-1","","-1","194","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","2699","2514","2699","2699","2699","0","2514","2699","185","17","18","3","0","7","110","True","5","","","","","","","",
"188.125.72.139","","435","182","1000014246.28","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","182","-1","-1","-1","","2519","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","94","","","","VeryLow","","-1","-1","-1","other","933205DB57FD9AAC9D2C1779B0E09385","csp.yahoo.com","94","1000014246.28","","-1","1","-1","","-1","","-1","194","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","2701","2519","2701","2701","2701","0","2519","2701","182","18","19","3","0","9","110","True","7","","","","","","","",
"188.125.72.139","","435","191","1000014246.30","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","191","-1","-1","-1","","2519","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","94","","","","VeryLow","","-1","-1","-1","other","933205DB57FD9AAC9D2C1779B0E09385","csp.yahoo.com","94","1000014246.30","","-1","1","-1","","-1","","-1","194","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","2710","2519","2710","2710","2710","0","2519","2710","191","19","20","3","0","11","110","True","9","","","","","","","",
"188.125.72.139","","435","241","1000014246.32","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","241","-1","-1","-1","","2519","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","96","","","","VeryLow","","-1","-1","-1","other","933205DB57FD9AAC9D2C1779B0E09385","csp.yahoo.com","96","1000014246.32","","-1","1","-1","","-1","","-1","194","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","2760","2519","2760","2760","2760","0","2519","2760","241","20","21","3","0","13","110","True","11","","","","","","","",
"188.125.72.139","","435","240","1000014246.36","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","240","-1","-1","-1","","2519","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","94","","","","VeryLow","","-1","-1","-1","other","933205DB57FD9AAC9D2C1779B0E09385","csp.yahoo.com","94","1000014246.36","","-1","1","-1","","-1","","-1","194","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","2759","2519","2759","2759","2759","0","2519","2759","240","21","22","3","0","15","110","True","13","","","","","","","",
"188.125.72.139","","435","242","1000014246.38","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","242","-1","-1","-1","","2519","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","94","","","","VeryLow","","-1","-1","-1","other","933205DB57FD9AAC9D2C1779B0E09385","csp.yahoo.com","94","1000014246.38","","-1","1","-1","","-1","","-1","194","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","2761","2519","2761","2761","2761","0","2519","2761","242","22","23","3","0","17","110","True","15","","","","","","","",
"188.125.72.139","","435","267","1000014246.40","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","267","-1","-1","-1","","2519","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","94","","","","VeryLow","","-1","-1","-1","other","933205DB57FD9AAC9D2C1779B0E09385","csp.yahoo.com","94","1000014246.40","","-1","1","-1","","-1","","-1","194","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","2786","2519","2786","2786","2786","0","2519","2786","267","23","24","3","0","19","110","True","17","","","","","","","",
"188.125.72.139","","435","255","1000014246.42","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","255","-1","-1","-1","","2519","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","94","","","","VeryLow","","-1","-1","-1","other","933205DB57FD9AAC9D2C1779B0E09385","csp.yahoo.com","94","1000014246.42","","-1","1","-1","","-1","","-1","194","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","2774","2519","2774","2774","2774","0","2519","2774","255","24","25","3","0","21","110","True","19","","","","","","","",
"188.125.72.139","","435","260","1000014246.34","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","260","-1","-1","-1","","2519","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","118","","","","VeryLow","","-1","-1","-1","other","933205DB57FD9AAC9D2C1779B0E09385","csp.yahoo.com","118","1000014246.34","","-1","1","-1","","-1","","-1","194","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","2779","2519","2779","2779","2779","0","2519","2779","260","25","26","3","0","23","110","True","21","","","","","","","",
"87.248.118.23","","385","49","1000014246.29","0","","","0","211011_ZZ_1Z","-1","LOWEST","42","","-1","49","0","-1","100","0","2568","","HTTP/2","-1","3","https://dns-m3a9n0kxx.sombrero.yahoo.net/pixel.gif","-1","42","","","image/gif","Low","","","-1","-1","other","933205DB57FD9AAC9D2C1779B0E09385","dns-m3a9n0kxx.sombrero.yahoo.net","270","1000014246.29","","100","1","-1","","-1","","-1","164","/pixel.gif","-1","","GET","-1","-1","","200","-1","","","2617","2568","2617","2617","2617","0","2568","2617","49","26","27","3","0","15","","","","","42","","","","","",
"8.249.62.20","","392","56","1000014246.37","0","","max-age=31536000","100","211011_ZZ_1Z","2521","LOWEST","43","","-1","55","100","2521","100","1573513","2644","443","http/1.1","-1","3","https://vop-yahoo.secure.footprint.net/pixel.gif?rand=wunukcw4x","2644","43","","ssl/vop-yahoo.secure.footprint.net:443","image/gif","Low","","Sat, 11 Dec 2021 16:03:59 GMT","-1","-1","other","933205DB57FD9AAC9D2C1779B0E09385","vop-yahoo.secure.footprint.net","914","1000014246.37","","100","1","2520","","-1","","62","324","/pixel.gif?rand=wunukcw4x","2583","52168","GET","1","2583","","200","61","","Level 3","2700","2644","2699","2699","2700","1","2520","2700","180","27","28","3","0","","","","","","43","","","","","",
"99.86.245.70","","395","44","1000014246.31","0","","","100","211011_ZZ_1Z","2520","LOWEST","42","","-1","44","0","2520","100","0","2671","443","HTTP/2","-1","3","https://d1vl8wytztdz.cloudfront.net/pixel.gif?rand=155lifwoh","2671","42","","ssl/d1vl8wytztdz.cloudfront.net:443","image/gif","Low","","","-1","-1","other","933205DB57FD9AAC9D2C1779B0E09385","d1vl8wytztdz.cloudfront.net","405","1000014246.31","","100","1","2518","","-1","","65","321","/pixel.gif?rand=155lifwoh","2585","57622","GET","2","2585","","200","86","","Amazon CloudFront","2715","2671","2715","2715","2715","0","2518","2715","197","28","29","3","0","1","147","True","0","","42","","","","","",
"87.248.118.23","","398","52","1000014246.33","0","","public, max-age=86400","0","211011_ZZ_1Z","2520","LOWEST","42","","-1","51","50","2520","100","62499","2680","443","HTTP/2","-1","3","https://cerebro.edna.yahoo.net/noquery/pixel.gif?rand=loz1g5c2r","2679","42","","ssl/cerebro.edna.yahoo.net:443","image/gif","Low","","","-1","-1","other","933205DB57FD9AAC9D2C1779B0E09385","cerebro.edna.yahoo.net","542","1000014246.33","","100","1","2518","","-1","","70","322","/noquery/pixel.gif?rand=loz1g5c2r","2591","37206","GET","2","2590","","200","88","","","2732","2680","2731","2731","2732","1","2518","2732","212","29","30","3","0","1","147","True","0","","42","","","","","",
"87.248.116.89","","377","59","1000014246.23","","","no-store","-1","211011_ZZ_1Z","2562","LOWEST","","","-1","59","-1","2562","-1","","2702","443","HTTP/2","-1","3","https://v-awp8rm95os.wc.yahoodns.net/i.gif","2702","212","","ssl/v-awp8rm95os.wc.yahoodns.net:443","","Low","","","-1","-1","other","933205DB57FD9AAC9D2C1779B0E09385","v-awp8rm95os.wc.yahoodns.net","212","1000014246.23","","-1","1","2506","","-1","","55","325","/i.gif","2617","57462","GET","56","2617","","204","85","","","2761","2702","2761","2761","2761","0","2506","2761","255","30","31","3","0","","","","","","","","","","","",
"152.195.132.116","","385","59","1000014246.39","0","","","100","211011_ZZ_1Z","2573","LOWEST","43","","-1","58","0","2573","100","0","2712","443","http/1.1","-1","3","https://edgecast-vod.yahoo.net/pixel2.gif?rand=ne19ma2va","2712","43","","ssl/edgecast-vod.yahoo.net:443","image/gif","Low","","","-1","-1","other","933205DB57FD9AAC9D2C1779B0E09385","edgecast-vod.yahoo.net","600","1000014246.39","","100","1","2573","","-1","","73","336","/pixel2.gif?rand=ne19ma2va","2646","41638","GET","0","2646","","200","66","","Amazon CloudFront","2771","2712","2770","2770","2771","1","2573","2771","198","31","32","3","0","","","","","","43","","","","","",
"178.79.242.0","","383","55","1000014246.35","0","","","100","211011_ZZ_1Z","2520","LOWEST","43","","-1","54","0","2521","100","0","2742","443","http/1.1","-1","3","https://yahoovod.hs.llnwd.net/pixel.gif?rand=j07e3zek5","2742","43","","ssl/yahoovod.hs.llnwd.net:443","image/gif","Low","","","-1","-1","other","933205DB57FD9AAC9D2C1779B0E09385","yahoovod.hs.llnwd.net","544","1000014246.35","","100","1","2520","","-1","","74","323","/pixel.gif?rand=j07e3zek5","2595","56228","GET","0","2595","","200","147","","Limelight","2797","2742","2796","2796","2797","1","2521","2797","276","32","33","3","0","","","","","","43","","","","","",
"92.122.48.56","","385","42","1000014246.41","0","","max-age=23237116","100","211011_ZZ_1Z","2688","LOWEST","43","","-1","41","100","2688","100","23237116","2788","443","http/1.1","-1","3","https://vop-yahoo.akamaized.net/pixel.gif?rand=swxzq2etw","2788","43","","ssl/vop-yahoo.akamaized.net:443","image/gif","Low","","","-1","-1","other","933205DB57FD9AAC9D2C1779B0E09385","vop-yahoo.akamaized.net","1096","1000014246.41","","100","1","2586","","-1","","36","351","/pixel.gif?rand=swxzq2etw","2724","35304","GET","102","2724","","200","64","","Akamai","2830","2788","2829","2829","2830","1","2586","2830","244","33","34","3","0","","","","","","43","","","","","",
"200.152.162.174","","381","254","1000014246.27","0","","","0","211011_ZZ_1Z","2566","LOWEST","42","","-1","253","0","2566","100","0","3074","443","HTTP/2","-1","3","https://v-ctemub7q8p.wc.yahoodns.net/pixel.gif","3074","42","","ssl/v-ctemub7q8p.wc.yahoodns.net:443","image/gif","Low","","","-1","-1","other","933205DB57FD9AAC9D2C1779B0E09385","v-ctemub7q8p.wc.yahoodns.net","494","1000014246.27","","100","1","2509","","-1","","247","326","/pixel.gif","2813","43772","GET","57","2813","","200","261","","","3328","3074","3327","3327","3328","1","2509","3328","819","34","35","3","0","1","147","True","0","","42","","","","","",
"119.161.16.77","","377","349","1000014246.25","","","no-store","-1","211011_ZZ_1Z","2567","LOWEST","","","-1","349","-1","2567","-1","","3266","443","HTTP/2","-1","3","https://v-bjv1j2nznd.wc.yahoodns.net/i.gif","3266","212","","ssl/v-bjv1j2nznd.wc.yahoodns.net:443","","Low","","","-1","-1","other","933205DB57FD9AAC9D2C1779B0E09385","v-bjv1j2nznd.wc.yahoodns.net","212","1000014246.25","","-1","1","2508","","-1","","343","327","/i.gif","2910","33200","GET","59","2910","","204","356","","","3615","3266","3615","3615","3615","0","2508","3615","1107","35","36","3","0","","","","","","","","","","","",
"188.125.72.139","","436","191","1000014246.44","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","191","-1","-1","-1","","3621","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","118","","","","VeryLow","","-1","-1","-1","other","933205DB57FD9AAC9D2C1779B0E09385","csp.yahoo.com","118","1000014246.44","","-1","1","-1","","-1","","-1","194","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","3812","3621","3812","3812","3812","0","3621","3812","191","36","37","3","0","25","110","True","0","","","","","","","",
"188.125.72.139","","436","201","1000014246.46","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","201","-1","-1","-1","","3622","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","94","","","","VeryLow","","-1","-1","-1","other","933205DB57FD9AAC9D2C1779B0E09385","csp.yahoo.com","94","1000014246.46","","-1","1","-1","","-1","","-1","194","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","3823","3622","3823","3823","3823","0","3622","3823","201","37","38","3","0","27","110","True","25","","","","","","","",
"188.125.72.139","","436","218","1000014246.48","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","218","-1","-1","-1","","3622","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","94","","","","VeryLow","","-1","-1","-1","other","933205DB57FD9AAC9D2C1779B0E09385","csp.yahoo.com","94","1000014246.48","","-1","1","-1","","-1","","-1","194","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","3840","3622","3840","3840","3840","0","3622","3840","218","38","39","3","0","29","110","True","27","","","","","","","",
"188.125.72.139","","436","221","1000014246.50","","","no-store, no-cache, private, max-age=0","-1","211011_ZZ_1Z","-1","IDLE","","","-1","221","-1","-1","-1","","3622","","HTTP/2","-1","3","https://csp.yahoo.com/beacon/csp?src=guce","-1","94","","","","VeryLow","","-1","-1","-1","other","933205DB57FD9AAC9D2C1779B0E09385","csp.yahoo.com","94","1000014246.50","","-1","1","-1","","-1","","-1","194","/beacon/csp?src=guce","-1","","POST","-1","-1","","204","-1","","","3843","3622","3843","3843","3843","0","3622","3843","221","39","40","3","0","31","110","True","29","","","","","","","",
