"ip_addr","initiator_line","bytesOut","load_ms","request_id","image_save","minify_total","cacheControl","score_cdn","id","dns_end","priority","image_total","minify_save","score_cookies","ttfb_ms","score_cache","connect_start","score_compress","cache_time","load_start","server_port","protocol","score_gzip","type","full_url","ssl_end","objectSize","gzip_total","socket_group","contentType","initial_priority","initiator_column","expires","score_combine","score_etags","initiator_type","frame_id","host","bytesIn","raw_id","gzip_save","score_keep-alive","is_secure","dns_start","server_count","score_minify","initiator","connect_ms","socket","url","ssl_start","client_port","method","dns_ms","connect_end","server_rtt","responseCode","ssl_ms","contentEncoding","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","http2_stream_id","http2_stream_weight","http2_stream_exclusive","http2_stream_dependency","final_base_page","objectSizeUncompressed","is_base_page","cpu.EvaluateScript","cpu.FunctionCall","initiator_function",
"157.240.27.27","166","409","98","1000003967.52","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","","","-1","71","100","-1","-1","31536000","925","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3/yg/r/MiMBLUedHR2.js?_nc_x=Ij3Wp8lg5Kz","-1","15155","15155","","application/x-javascript","High","2718","Sat, 08 Oct 2022 14:22:41 GMT","-1","-1","script","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","15325","1000003967.52","0","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/CDBUf3L5Iup.js?_nc_x=Ij3Wp8lg5Kz","-1","149","/rsrc.php/v3/yg/r/MiMBLUedHR2.js?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","1023","925","996","996","1023","27","925","1023","98","19","20","2","0","25","220","True","23","","55174","","3","","P",
"157.240.27.27","166","409","104","1000003967.53","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","","","-1","98","100","-1","-1","31536000","925","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3/yT/r/G9HDdBwzl5h.js?_nc_x=Ij3Wp8lg5Kz","-1","3452","3452","","application/x-javascript","High","2718","Sun, 09 Oct 2022 14:39:27 GMT","-1","-1","script","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","3621","1000003967.53","0","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/CDBUf3L5Iup.js?_nc_x=Ij3Wp8lg5Kz","-1","149","/rsrc.php/v3/yT/r/G9HDdBwzl5h.js?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","1029","925","1023","1023","1029","6","925","1029","104","20","21","2","0","27","220","True","25","","10680","","2","","P",
"157.240.27.27","166","409","137","1000003967.54","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","","","-1","104","100","-1","-1","31536000","926","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3/yF/r/mQv5Eu39wMa.js?_nc_x=Ij3Wp8lg5Kz","-1","19376","19376","","application/x-javascript","High","2718","Sat, 08 Oct 2022 14:22:41 GMT","-1","-1","script","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","19555","1000003967.54","0","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/CDBUf3L5Iup.js?_nc_x=Ij3Wp8lg5Kz","-1","149","/rsrc.php/v3/yF/r/mQv5Eu39wMa.js?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","1063","926","1030","1030","1063","33","926","1063","137","21","22","2","0","29","220","True","27","","60536","","2","0","P",
"157.240.27.27","166","409","140","1000003967.55","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","","","-1","137","100","-1","-1","31536000","926","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3/yd/r/_BDLad9QliC.js?_nc_x=Ij3Wp8lg5Kz","-1","1462","1462","","application/x-javascript","High","2718","Sat, 08 Oct 2022 14:22:41 GMT","-1","-1","script","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","1630","1000003967.55","0","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/CDBUf3L5Iup.js?_nc_x=Ij3Wp8lg5Kz","-1","149","/rsrc.php/v3/yd/r/_BDLad9QliC.js?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","1066","926","1063","1063","1066","3","926","1066","140","22","23","2","0","31","220","True","29","","3734","","3","","P",
"157.240.27.27","166","420","185","1000003967.56","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","","","-1","141","100","-1","-1","31536000","926","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3i8R54/ya/l/cs_CZ/oLjn-H5E5yL.js?_nc_x=Ij3Wp8lg5Kz","-1","26090","26090","","application/x-javascript","High","2718","Sat, 08 Oct 2022 16:32:13 GMT","-1","-1","script","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","26292","1000003967.56","0","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/CDBUf3L5Iup.js?_nc_x=Ij3Wp8lg5Kz","-1","149","/rsrc.php/v3i8R54/ya/l/cs_CZ/oLjn-H5E5yL.js?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","1111","926","1067","1067","1111","44","926","1111","185","23","24","2","0","33","220","True","31","","92054","","3","0","P",
"157.240.27.27","166","420","214","1000003967.57","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","","","-1","185","100","-1","-1","31536000","926","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3iBLb4/yi/l/cs_CZ/vf6vcqK1e2N.js?_nc_x=Ij3Wp8lg5Kz","-1","17160","17160","","application/x-javascript","High","2718","Sat, 08 Oct 2022 16:23:48 GMT","-1","-1","script","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","17362","1000003967.57","0","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/CDBUf3L5Iup.js?_nc_x=Ij3Wp8lg5Kz","-1","149","/rsrc.php/v3iBLb4/yi/l/cs_CZ/vf6vcqK1e2N.js?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","1140","926","1111","1111","1140","29","926","1140","214","24","25","2","0","35","220","True","33","","64947","","3","","P",
"157.240.27.27","166","409","216","1000003967.58","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","","","-1","215","100","-1","-1","31536000","926","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3/yF/r/HSIcBOWyfnS.js?_nc_x=Ij3Wp8lg5Kz","-1","523","523","","application/x-javascript","High","2718","Sat, 08 Oct 2022 14:22:41 GMT","-1","-1","script","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","694","1000003967.58","0","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/CDBUf3L5Iup.js?_nc_x=Ij3Wp8lg5Kz","-1","149","/rsrc.php/v3/yF/r/HSIcBOWyfnS.js?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","1142","926","1141","1141","1142","1","926","1142","216","25","26","2","0","37","220","True","35","","995","","0","","P",
"157.240.27.27","166","409","218","1000003967.59","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","","","-1","218","100","-1","-1","31536000","926","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/lYejkzyV906.js?_nc_x=Ij3Wp8lg5Kz","-1","414","414","","application/x-javascript","High","2718","Fri, 30 Sep 2022 04:26:45 GMT","-1","-1","script","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","1336","1000003967.59","0","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/CDBUf3L5Iup.js?_nc_x=Ij3Wp8lg5Kz","-1","149","/rsrc.php/v3/yz/r/lYejkzyV906.js?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","1144","926","1144","1144","1144","0","926","1144","218","26","27","2","0","39","220","True","37","","770","","0","","P",
"157.240.27.27","166","409","222","1000003967.60","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","","","-1","219","100","-1","-1","31536000","926","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/uVxtv4URnX6.js?_nc_x=Ij3Wp8lg5Kz","-1","1760","1760","","application/x-javascript","High","2718","Fri, 07 Oct 2022 21:55:23 GMT","-1","-1","script","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","1953","1000003967.60","0","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/CDBUf3L5Iup.js?_nc_x=Ij3Wp8lg5Kz","-1","149","/rsrc.php/v3/y0/r/uVxtv4URnX6.js?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","1148","926","1145","1145","1148","3","926","1148","222","27","28","2","0","41","220","True","39","","5305","","1","8","P",
"157.240.27.27","166","420","237","1000003967.61","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","","","-1","223","100","-1","-1","31536000","926","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3imgz4/y2/l/cs_CZ/bX8UEG34M3I.js?_nc_x=Ij3Wp8lg5Kz","-1","8402","8402","","application/x-javascript","High","2718","Sat, 08 Oct 2022 16:23:48 GMT","-1","-1","script","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","8571","1000003967.61","0","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/CDBUf3L5Iup.js?_nc_x=Ij3Wp8lg5Kz","-1","149","/rsrc.php/v3imgz4/y2/l/cs_CZ/bX8UEG34M3I.js?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","1163","926","1149","1149","1163","14","926","1163","237","28","29","2","0","43","220","True","41","","29636","","14","","P",
"157.240.27.27","166","409","243","1000003967.62","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","","","-1","238","100","-1","-1","31536000","926","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3/yt/r/d94aZf7WPy5.js?_nc_x=Ij3Wp8lg5Kz","-1","2769","2769","","application/x-javascript","High","2718","Sat, 08 Oct 2022 14:23:36 GMT","-1","-1","script","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","2962","1000003967.62","0","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/CDBUf3L5Iup.js?_nc_x=Ij3Wp8lg5Kz","-1","149","/rsrc.php/v3/yt/r/d94aZf7WPy5.js?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","1169","926","1164","1164","1169","5","926","1169","243","29","30","2","0","45","220","True","43","","8638","","1","","P",
"157.240.27.27","166","420","273","1000003967.63","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","","","-1","243","100","-1","-1","31536000","926","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3iIP54/yk/l/cs_CZ/EQk83oZngtp.js?_nc_x=Ij3Wp8lg5Kz","-1","17531","17531","","application/x-javascript","High","2718","Sat, 08 Oct 2022 16:41:53 GMT","-1","-1","script","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","17732","1000003967.63","0","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/CDBUf3L5Iup.js?_nc_x=Ij3Wp8lg5Kz","-1","149","/rsrc.php/v3iIP54/yk/l/cs_CZ/EQk83oZngtp.js?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","1199","926","1169","1169","1199","30","926","1199","273","30","31","2","0","47","220","True","45","","65625","","3","","P",
"157.240.27.27","166","420","401","1000003967.64","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","","","-1","377","100","-1","-1","31536000","926","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3idwn4/yT/l/cs_CZ/aEyD7sN4tGU.js?_nc_x=Ij3Wp8lg5Kz","-1","14353","14353","","application/x-javascript","High","2718","Sun, 09 Oct 2022 08:44:01 GMT","-1","-1","script","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","14545","1000003967.64","0","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/CDBUf3L5Iup.js?_nc_x=Ij3Wp8lg5Kz","-1","149","/rsrc.php/v3idwn4/yT/l/cs_CZ/aEyD7sN4tGU.js?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","1327","926","1303","1303","1327","24","926","1327","401","31","32","2","0","49","220","True","47","","45393","","40","0","P",
"157.240.27.27","166","409","346","1000003967.65","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","","","-1","274","100","-1","-1","31536000","926","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/_WeFJu9rVl6.js?_nc_x=Ij3Wp8lg5Kz","-1","42910","42910","","application/x-javascript","High","2718","Sat, 08 Oct 2022 14:22:41 GMT","-1","-1","script","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","43096","1000003967.65","0","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/CDBUf3L5Iup.js?_nc_x=Ij3Wp8lg5Kz","-1","149","/rsrc.php/v3/yi/r/_WeFJu9rVl6.js?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","1272","926","1200","1200","1272","72","926","1272","346","32","33","2","0","51","220","True","49","","144595","","1","","P",
"157.240.27.27","166","409","405","1000003967.83","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","","","-1","377","100","-1","-1","31536000","926","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3/yv/r/cN-N4Eu_deZ.js?_nc_x=Ij3Wp8lg5Kz","-1","2277","2277","","application/x-javascript","High","2718","Fri, 07 Oct 2022 21:50:13 GMT","-1","-1","script","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","2469","1000003967.83","0","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/CDBUf3L5Iup.js?_nc_x=Ij3Wp8lg5Kz","-1","149","/rsrc.php/v3/yv/r/cN-N4Eu_deZ.js?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","1331","926","1303","1303","1331","28","926","1331","405","33","34","2","0","55","220","True","53","","7286","","1","","P",
"157.240.27.27","166","409","410","1000003967.84","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","","","-1","378","100","-1","-1","31536000","926","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/JB0CVIbgIKw.js?_nc_x=Ij3Wp8lg5Kz","-1","2748","2748","","application/x-javascript","High","2718","Sat, 08 Oct 2022 14:22:41 GMT","-1","-1","script","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","2918","1000003967.84","0","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/CDBUf3L5Iup.js?_nc_x=Ij3Wp8lg5Kz","-1","149","/rsrc.php/v3/yi/r/JB0CVIbgIKw.js?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","1336","926","1304","1304","1336","32","926","1336","410","34","35","2","0","57","220","True","55","","9157","","1","","P",
"157.240.27.27","166","420","435","1000003967.85","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","","","-1","405","100","-1","-1","31536000","926","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3iRdv4/y7/l/cs_CZ/sdLU8ytqjXx.js?_nc_x=Ij3Wp8lg5Kz","-1","14780","14780","","application/x-javascript","High","2718","Fri, 07 Oct 2022 21:54:08 GMT","-1","-1","script","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","14973","1000003967.85","0","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/CDBUf3L5Iup.js?_nc_x=Ij3Wp8lg5Kz","-1","149","/rsrc.php/v3iRdv4/y7/l/cs_CZ/sdLU8ytqjXx.js?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","1361","926","1331","1331","1361","30","926","1361","435","35","36","2","0","59","220","True","57","","46139","","18","","P",
"157.240.27.27","166","409","375","1000003967.82","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","","","-1","274","100","-1","-1","31536000","926","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3/y7/r/dAxX26lvEiZ.js?_nc_x=Ij3Wp8lg5Kz","-1","16707","16707","","application/x-javascript","High","2718","Fri, 07 Oct 2022 20:28:48 GMT","-1","-1","script","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","16911","1000003967.82","0","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/CDBUf3L5Iup.js?_nc_x=Ij3Wp8lg5Kz","-1","149","/rsrc.php/v3/y7/r/dAxX26lvEiZ.js?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","1301","926","1200","1200","1301","101","926","1301","375","36","37","2","0","53","220","True","51","","68173","","2","","P",
"157.240.30.35","6","841","86","1000003967.90","","","private, no-cache, no-store, must-revalidate","100","211011_BV_1V","-1","MEDIUM","","","-1","86","-1","-1","-1","","1414","","HTTP/2","-1","3","https://www.facebook.com/ajax/bz?__a=1&__ccg=EXCELLENT&__comet_req=0&__csr=&__dyn=7xe6Fo4OQ1PyU9oynFwn84a2i5U4e1Fx-ewSwMxW0DUeUhw5cx60Vo1upE4W0OE2WxO0FE2awt81sbzo5-0me2218w5uwdK0D83mwaS0zE5W08HwSyE158&__hs=18911.BP%3ADEFAULT.2.0.0.0.&__hsi=7017815488210845195-0&__req=1&__rev=1004530411&__s=%3A%3Ajiwgrs&__spin_b=trunk&__spin_r=1004530411&__spin_t=1633962497&__user=0&dpr=1&jazoest=21003&lsd=AVoyruHsH-U","-1","0","","","text/html","High","1494","Sat, 01 Jan 2000 00:00:00 GMT","-1","-1","script","CE9C9E17C2B1CF230A527D39018513A4","www.facebook.com","166","1000003967.90","","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3idwn4/yT/l/cs_CZ/aEyD7sN4tGU.js?_nc_x=Ij3Wp8lg5Kz","-1","115","/ajax/bz?__a=1&__ccg=EXCELLENT&__comet_req=0&__csr=&__dyn=7xe6Fo4OQ1PyU9oynFwn84a2i5U4e1Fx-ewSwMxW0DUeUhw5cx60Vo1upE4W0OE2WxO0FE2awt81sbzo5-0me2218w5uwdK0D83mwaS0zE5W08HwSyE158&__hs=18911.BP%3ADEFAULT.2.0.0.0.&__hsi=7017815488210845195-0&__req=1&__rev=1004530411&__s=%3A%3Ajiwgrs&__spin_b=trunk&__spin_r=1004530411&__spin_t=1633962497&__user=0&dpr=1&jazoest=21003&lsd=AVoyruHsH-U","-1","","POST","-1","-1","","200","-1","","Facebook","1500","1414","1500","1500","1500","0","1414","1500","86","37","38","2","0","7","","","","","","","","","send",
"157.240.27.27","51","455","58","1000003967.91","0","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","1825","","-1","55","100","-1","100","31536000","1441","","HTTP/2","-1","3","https://static.xx.fbcdn.net/rsrc.php/v3/yx/r/UJP8P9Wk09f.png","-1","1825","","","image/png","Low","1285","Tue, 04 Oct 2022 10:21:00 GMT","-1","-1","script","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","2015","1000003967.91","","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3i9_W4/y_/l/cs_CZ/isZ_9yqZJwt.js?_nc_x=Ij3Wp8lg5Kz","-1","208","/rsrc.php/v3/yx/r/UJP8P9Wk09f.png","-1","","GET","-1","-1","","200","-1","","Facebook","1499","1441","1496","1496","1499","3","1441","1499","58","38","39","2","0","7","147","True","0","","1825","","","","b.getElementDimensions",
"157.240.27.27","51","455","63","1000003967.92","0","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","1267","","-1","60","100","-1","100","31536000","1441","","HTTP/2","-1","3","https://static.xx.fbcdn.net/rsrc.php/v3/yv/r/0IXfX5O1xDB.png","-1","1267","","","image/png","Low","1285","Sat, 01 Oct 2022 16:02:33 GMT","-1","-1","script","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","2191","1000003967.92","","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3i9_W4/y_/l/cs_CZ/isZ_9yqZJwt.js?_nc_x=Ij3Wp8lg5Kz","-1","208","/rsrc.php/v3/yv/r/0IXfX5O1xDB.png","-1","","GET","-1","-1","","200","-1","","Facebook","1504","1441","1501","1501","1504","3","1441","1504","63","39","40","2","0","9","147","True","7","","1267","","","","b.getElementDimensions",
"157.240.27.27","","391","61","1000003967.93","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","","","-1","54","100","-1","-1","31536000","1451","","HTTP/2","26","3","https://static.xx.fbcdn.net/rsrc.php/yb/r/hLRJ1GG_y0J.ico","-1","4286","4286","","image/x-icon","High","","Tue, 11 Oct 2022 10:19:35 GMT","-1","-1","other","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","4489","1000003967.93","3131","100","1","-1","","-1","","-1","208","/rsrc.php/yb/r/hLRJ1GG_y0J.ico","-1","","GET","-1","-1","","200","-1","","Facebook","1512","1451","1505","1505","1512","7","1451","1512","61","40","41","2","0","11","220","True","0","","4286","","","","",
"157.240.30.35","6","842","132","1000003967.94","","","private, no-cache, no-store, must-revalidate","100","211011_BV_1V","-1","MEDIUM","","","-1","132","-1","-1","-1","","2422","","HTTP/2","-1","3","https://www.facebook.com/ajax/bz?__a=1&__ccg=EXCELLENT&__comet_req=0&__csr=&__dyn=7xe6Fo4OQ1PyU9oynFwn84a2i5U4e1Fx-ewSwMxW0DUeUhw5cx60Vo1upE4W0OE2WxO0FE2awt81sbzo5-0me2218w5uwdK0D83mwaS0zE5W08HwSyE158&__hs=18911.BP%3ADEFAULT.2.0.0.0.&__hsi=7017815488210845195-0&__req=2&__rev=1004530411&__s=%3A%3Ajiwgrs&__spin_b=trunk&__spin_r=1004530411&__spin_t=1633962497&__user=0&dpr=1&jazoest=21003&lsd=AVoyruHsH-U","-1","0","","","text/html","High","1494","Sat, 01 Jan 2000 00:00:00 GMT","-1","-1","script","CE9C9E17C2B1CF230A527D39018513A4","www.facebook.com","145","1000003967.94","","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3idwn4/yT/l/cs_CZ/aEyD7sN4tGU.js?_nc_x=Ij3Wp8lg5Kz","-1","115","/ajax/bz?__a=1&__ccg=EXCELLENT&__comet_req=0&__csr=&__dyn=7xe6Fo4OQ1PyU9oynFwn84a2i5U4e1Fx-ewSwMxW0DUeUhw5cx60Vo1upE4W0OE2WxO0FE2awt81sbzo5-0me2218w5uwdK0D83mwaS0zE5W08HwSyE158&__hs=18911.BP%3ADEFAULT.2.0.0.0.&__hsi=7017815488210845195-0&__req=2&__rev=1004530411&__s=%3A%3Ajiwgrs&__spin_b=trunk&__spin_r=1004530411&__spin_t=1633962497&__user=0&dpr=1&jazoest=21003&lsd=AVoyruHsH-U","-1","","POST","-1","-1","","200","-1","","Facebook","2554","2422","2554","2554","2554","0","2422","2554","132","41","42","2","0","9","","","","","","","","","send",
"157.240.30.35","","385","75","7BE99F4D28A7AE84FEBE16BE5E19B5B2","","","","-1","211011_BV_1V","3","HIGHEST","","","-1","75","-1","3","-1","","34","80","http/1.1","-1","3","http://facebook.com/","-1","0","","facebook.com:80","text/html","VeryHigh","","","-1","-1","script","356B6DECD89085369A4D2184C45365BE","facebook.com","0","7BE99F4D28A7AE84FEBE16BE5E19B5B2","","-1","0","2","","-1","","31","104","/","-1","34382","GET","1","34","","301","-1","","","109","34","109","109","109","0","2","109","107","0","1","3","0","","","","","","","","","","",
"157.240.30.35","","395","84","7BE99F4D28A7AE84FEBE16BE5E19B5B2-1","","","","-1","211011_BV_1V","-1","VeryHigh","","","-1","84","-1","110","-1","","190","443","HTTP/2","-1","3","https://facebook.com/","190","0","","ssl/facebook.com:443","text/html","VeryHigh","","","-1","-1","script","356B6DECD89085369A4D2184C45365BE","facebook.com","0","7BE99F4D28A7AE84FEBE16BE5E19B5B2","","-1","1","-1","","-1","","35","115","/","145","37152","GET","-1","145","","301","45","","","274","190","274","274","274","0","110","274","164","1","2","3","0","1","256","True","0","","","","","","",
"157.240.30.35","","399","221","7BE99F4D28A7AE84FEBE16BE5E19B5B2-2","","","private, no-cache, no-store, must-revalidate","100","211011_BV_1V","-1","VeryHigh","","","-1","154","-1","-1","-1","","276","","HTTP/2","100","3","https://www.facebook.com/","-1","33993","33993","","text/html","VeryHigh","","Sat, 01 Jan 2000 00:00:00 GMT","-1","-1","script","356B6DECD89085369A4D2184C45365BE","www.facebook.com","33993","7BE99F4D28A7AE84FEBE16BE5E19B5B2","0","100","1","-1","","-1","","-1","115","/","-1","","GET","-1","-1","","200","-1","br","Facebook","497","276","430","430","497","67","276","497","221","2","3","3","0","3","","","","1","123327","1","47","","",
"157.240.30.35","9","378","78","1000004650.19","0","","private, no-cache, no-store, must-revalidate","100","211011_BV_1V","-1","LOWEST","207","","-1","78","-1","-1","100","","471","","HTTP/2","100","3","https://facebook.com/security/hsts-pixel.gif","-1","207","207","","image/gif","Low","","Sat, 01 Jan 2000 00:00:00 GMT","-1","-1","parser","356B6DECD89085369A4D2184C45365BE","facebook.com","207","1000004650.19","0","100","1","-1","","-1","https://www.facebook.com/","-1","115","/security/hsts-pixel.gif","-1","","GET","-1","-1","","200","-1","br","Facebook","549","471","549","549","549","0","471","549","78","3","4","3","0","5","147","True","3","","43","","","","",
"157.240.27.27","7","433","77","1000004650.9","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","HIGHEST","","","-1","74","100","-1","-1","31536000","560","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3/yL/l/0,cross/F_1gS1r_pHi.css?_nc_x=Ij3Wp8lg5Kz","-1","1636","1636","","text/css","VeryHigh","","Sun, 09 Oct 2022 15:11:43 GMT","-1","-1","parser","356B6DECD89085369A4D2184C45365BE","static.xx.fbcdn.net","1831","1000004650.9","0","100","1","-1","","-1","https://www.facebook.com/","-1","145","/rsrc.php/v3/yL/l/0,cross/F_1gS1r_pHi.css?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","637","560","634","634","637","3","560","637","77","4","5","3","0","5","","","","","8345","","","","",
