_id,dispatcher_report_id,metadata.formula,metadata.predict,metadata.ratio,metadata.scope,metadata.socket,power,sender_name,sensor,target,timestamp
61753c856a126a6974348a81,null,RAPL_ENERGY_PKG,0,1,cpu,0,11.6956787109375,null,sensor,rapl,2021-10-24T10:57:40.419Z
61753c866a126a6974348a82,null,RAPL_ENERGY_PKG,0,1,cpu,0,9.1690673828125,null,sensor,rapl,2021-10-24T10:57:40.920Z
61753c886a126a6974348a83,null,RAPL_ENERGY_PKG,0,1,cpu,0,9.9266357421875,null,sensor,rapl,2021-10-24T10:57:41.421Z
61753c896a126a6974348a84,null,RAPL_ENERGY_PKG,0,1,cpu,0,15.862060546875,null,sensor,rapl,2021-10-24T10:57:42.503Z
61753c8b6a126a6974348a85,null,RAPL_ENERGY_PKG,0,1,cpu,0,5.9539794921875,null,sensor,rapl,2021-10-24T10:57:43.004Z
61753c8c6a126a6974348a86,null,RAPL_ENERGY_PKG,0,1,cpu,0,10.051025390625,null,sensor,rapl,2021-10-24T10:57:43.505Z
61753c8e6a126a6974348a87,null,RAPL_ENERGY_PKG,0,1,cpu,0,8.07177734375,null,sensor,rapl,2021-10-24T10:57:44.006Z
61753c8f6a126a6974348a88,null,RAPL_ENERGY_PKG,0,1,cpu,0,8.5440673828125,null,sensor,rapl,2021-10-24T10:57:44.507Z
61753c916a126a6974348a89,null,RAPL_ENERGY_PKG,0,1,cpu,0,8.0606689453125,null,sensor,rapl,2021-10-24T10:57:45.008Z
61753c926a126a6974348a8a,null,RAPL_ENERGY_PKG,0,1,cpu,0,7.645263671875,null,sensor,rapl,2021-10-24T10:57:45.509Z
61753c946a126a6974348a8b,null,RAPL_ENERGY_PKG,0,1,cpu,0,16.3511962890625,null,sensor,rapl,2021-10-24T10:57:46.010Z
61753c956a126a6974348a8c,null,RAPL_ENERGY_PKG,0,1,cpu,0,8.394287109375,null,sensor,rapl,2021-10-24T10:57:46.511Z
61753c976a126a6974348a8d,null,RAPL_ENERGY_PKG,0,1,cpu,0,9.2752685546875,null,sensor,rapl,2021-10-24T10:57:47.012Z
61753c996a126a6974348a8e,null,RAPL_ENERGY_PKG,0,1,cpu,0,14.0648193359375,null,sensor,rapl,2021-10-24T10:57:47.513Z
61753c9a6a126a6974348a8f,null,RAPL_ENERGY_PKG,0,1,cpu,0,10.1090087890625,null,sensor,rapl,2021-10-24T10:57:48.014Z
61753c9c6a126a6974348a90,null,RAPL_ENERGY_PKG,0,1,cpu,0,14.05126953125,null,sensor,rapl,2021-10-24T10:57:48.515Z
